run,ttft_ms,e2e_ms,text,usage,concurrency,index,kind,prefix_index,length,submitted_seconds,started_seconds,finished_seconds,cached_tokens,matches_reference_output
sustained-vllm-dram,1178.1509406864643,1295.8789989352226,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,221,reuse,11,8192,49.596864040941,49.596901562064886,50.89282460138202,8191,True
sustained-vllm-dram,196.36870920658112,312.01525032520294,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,222,reuse,11,8192,50.61358990892768,50.61365216597915,50.925707060843706,8191,True
sustained-vllm-dram,337.4253287911415,998.7954795360565,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,223,reuse,5,8192,50.64375013113022,50.64378847926855,51.642630983144045,8191,True
sustained-vllm-dram,851.3056486845016,956.6837623715401,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,225,cold,,4096,50.69899523630738,50.699035588651896,51.6557626016438,0,
sustained-vllm-dram,878.8809105753899,984.6024364233017,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,224,reuse,9,1024,50.67098617553711,50.67102103680372,51.65566735342145,0,True
sustained-vllm-dram,966.9926278293133,1064.8456327617168,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,227,reuse,8,8192,50.729298528283834,50.729332361370325,51.79421866312623,8191,True
sustained-vllm-dram,3209.5944099128246,3307.628758251667,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,220,cold,,8192,49.57761616259813,49.57766120135784,52.88533607125282,0,
sustained-vllm-dram,3170.3079491853714,3384.802892804146,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,226,cold,,8192,50.71270500123501,50.712740276008844,54.09758670255542,0,
sustained-vllm-dram,3109.6640676259995,3209.9802009761333,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,228,cold,,1024,50.893119897693396,50.89315924793482,54.103179559111595,0,
sustained-vllm-dram,3232.892796397209,3791.003406047821,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,229,reuse,8,8192,50.92580169066787,50.92584519088268,54.716894786804914,8191,True
sustained-vllm-dram,2555.0126656889915,3108.8860891759396,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,230,reuse,9,1024,51.64281393587589,51.642887465655804,54.751818373799324,1023,True
sustained-vllm-dram,2991.5202483534813,3100.5248464643955,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,231,cold,,4096,51.656549137085676,51.65788921713829,54.75845729932189,0,
sustained-vllm-dram,2882.8659057617188,2991.8370842933655,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,233,reuse,6,1024,51.79435735568404,51.79440802708268,54.78628895059228,1023,True
sustained-vllm-dram,1901.1226817965508,2001.5848875045776,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,234,reuse,2,8192,52.885525315999985,52.88558742403984,54.88721624389291,8191,True
sustained-vllm-dram,734.1285049915314,834.4280645251274,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,235,reuse,10,4096,54.09779417142272,54.09786804765463,54.93234105780721,4095,True
sustained-vllm-dram,847.749724984169,945.8650387823582,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,236,reuse,8,8192,54.10328444093466,54.103323087096214,55.049237713217735,8191,True
sustained-vllm-dram,385.3963613510132,503.3521540462971,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,237,reuse,11,8192,54.71747272089124,54.71753401309252,55.22093241661787,8191,True
sustained-vllm-dram,386.50282844901085,501.7807222902775,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,238,reuse,11,8192,54.75194115191698,54.75198195129633,55.253804694861174,8191,True
sustained-vllm-dram,547.7173961699009,1219.2510403692722,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,239,reuse,5,8192,54.758554093539715,54.758591428399086,55.97789045795798,8191,True
sustained-vllm-dram,981.6984757781029,1202.9172517359257,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,240,cold,,4096,54.78747708722949,54.7875568754971,55.99051808565855,0,
sustained-vllm-dram,848.1840901076794,953.2219730317593,.  and and and and and and and and and and and and and and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,243,cold,,1024,55.04953032359481,55.04957543313503,56.00285179913044,0,
sustained-vllm-dram,813.2710568606853,1365.859691053629,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,244,reuse,2,8192,55.22128216922283,55.22147969529033,56.58738612011075,8191,True
sustained-vllm-dram,1610.215026885271,2164.9965681135654,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,241,cold,,4096,54.88808584213257,54.88814403861761,57.05318596214056,0,
sustained-vllm-dram,2119.6510456502438,2671.8598566949368,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,242,reuse,4,4096,54.93245670944452,54.932497818022966,57.60440319404006,0,True
sustained-vllm-dram,1833.784781396389,2378.8560926914215,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,245,reuse,10,4096,55.253914430737495,55.253954105079174,57.63286205008626,4095,True
sustained-vllm-dram,1557.6173588633537,1660.7109792530537,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,246,reuse,7,4096,55.978083431720734,55.978145465254784,57.6388996578753,0,True
sustained-vllm-dram,1693.0996961891651,2354.4935509562492,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,247,reuse,5,8192,55.99062868952751,55.99066444858909,58.34520364552736,8191,True
sustained-vllm-dram,2249.0157149732113,2354.8784106969833,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,248,cold,,1024,56.003145940601826,56.00318476930261,58.358109295368195,0,
sustained-vllm-dram,1665.4205583035946,1770.528707653284,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,249,reuse,1,4096,56.587571408599615,56.58763534203172,58.35820898786187,0,True
sustained-vllm-dram,1347.929060459137,1445.8367303013802,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,250,reuse,8,8192,57.05338588729501,57.05344854295254,58.499329052865505,8191,True
sustained-vllm-dram,947.9847736656666,1046.0476353764534,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,251,reuse,11,8192,57.605004761368036,57.60506768897176,58.6511614844203,8191,True
sustained-vllm-dram,7986.549217253923,8084.240403026342,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,232,cold,,8192,51.657849572598934,51.65797919780016,59.742272593081,0,
sustained-vllm-dram,2145.4667299985886,2371.1529560387135,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,252,reuse,11,8192,57.632969345897436,57.63300754874945,60.00420527905226,8191,True
sustained-vllm-dram,2248.391654342413,2371.3407702744007,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,253,reuse,0,1024,57.63899340108037,57.639027651399374,60.010409869253635,0,True
sustained-vllm-dram,1566.4141327142715,1684.2959336936474,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,254,reuse,11,8192,58.34539135172963,58.34545314311981,60.02979422733188,8191,True
sustained-vllm-dram,1726.146124303341,1845.0926654040813,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,255,reuse,8,8192,58.358335360884666,58.35839295759797,60.203530207276344,8191,True
sustained-vllm-dram,1753.9199776947498,1870.9877170622349,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,256,reuse,8,8192,58.35835691541433,58.358569230884314,60.229598581790924,8191,True
sustained-vllm-dram,1759.7878128290176,1969.614777714014,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,257,reuse,11,8192,58.49945082888007,58.49949551001191,60.46915423870087,8191,True
sustained-vllm-dram,1716.5803238749504,1823.4743103384972,.  A.  A.  A.  A.  A.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,258,reuse,3,1024,58.65134747326374,58.65140759944916,60.474925342947245,0,True
sustained-vllm-dram,654.6041406691074,756.9626346230507,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,259,reuse,10,4096,59.74247872456908,59.74254488199949,60.499552350491285,4095,True
sustained-vllm-ssd,34.16752070188522,139.3616907298565,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,0,reuse,11,8192,7.924437522888184e-05,0.0008685961365699768,0.1402883194386959,8191,True
sustained-vllm-ssd,55.85939064621925,165.7569482922554,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,3,reuse,10,4096,0.004112020134925842,0.004326280206441879,0.1701301820576191,4095,True
sustained-vllm-ssd,92.61688962578773,202.4238109588623,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,1,reuse,0,1024,0.002139642834663391,0.0022940412163734436,0.20476601645350456,1023,True
sustained-vllm-ssd,127.84795463085175,238.26202377676964,.  A.  A.  A.  A.  A.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,2,reuse,3,1024,0.003260742872953415,0.003421533852815628,0.2417408898472786,1023,True
sustained-vllm-ssd,157.64087066054344,268.34407076239586,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,4,reuse,11,8192,0.004492990672588348,0.0053834468126297,0.2737766392529011,8191,True
sustained-vllm-ssd,213.46694976091385,323.692973703146,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,5,reuse,7,4096,0.0066094957292079926,0.007217433303594589,0.33095673844218254,4095,True
sustained-vllm-ssd,79.65924590826035,191.76927581429482,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,9,reuse,7,4096,0.17029660940170288,0.1703595034778118,0.36217667534947395,4095,True
sustained-vllm-ssd,75.80721005797386,185.90978533029556,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,10,reuse,7,4096,0.20492548868060112,0.2049829214811325,0.39094071835279465,4095,True
sustained-vllm-ssd,346.40923142433167,452.3342698812485,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,6,reuse,2,8192,0.007677566260099411,0.00877591222524643,0.4611579403281212,8191,True
sustained-vllm-ssd,372.12808802723885,475.78251734375954,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,7,reuse,9,1024,0.010030128061771393,0.010474774986505508,0.48630791157484055,1023,True
sustained-vllm-ssd,306.4403012394905,402.75196358561516,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,8,reuse,1,4096,0.14057352021336555,0.14066418260335922,0.5434775985777378,4095,True
sustained-vllm-ssd,148.7789787352085,240.80966413021088,.  A.  A.  A.  A.  A.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,14,reuse,3,1024,0.362355574965477,0.3624361716210842,0.6032946370542049,1023,True
sustained-vllm-ssd,463.5176882147789,584.977526217699,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,11,reuse,11,8192,0.24219220504164696,0.24226189032196999,0.8272960633039474,8191,True
sustained-vllm-ssd,459.1466970741749,580.4147608578205,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,12,reuse,11,8192,0.2739277258515358,0.27398422360420227,0.8544577956199646,8191,True
sustained-vllm-ssd,347.94750437140465,448.8215036690235,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,16,reuse,4,4096,0.46128012984991074,0.4613252803683281,0.9101928807795048,4095,True
sustained-vllm-ssd,118.67063492536545,218.4724435210228,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 1040}",8,22,cold,,1024,0.9104664884507656,0.9105068929493427,1.1290277019143105,0,
sustained-vllm-ssd,569.9530839920044,668.6427667737007,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,17,reuse,5,8192,0.4864068254828453,0.48645609617233276,1.1551454328000546,8191,True
sustained-vllm-ssd,1823.690626770258,1920.6569381058216,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,13,cold,,8192,0.3324050083756447,0.3324703350663185,2.253184240311384,0,
sustained-vllm-ssd,2867.310293018818,2963.999830186367,.  and. and. and. and. and. and. and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 8208}",8,15,cold,,8192,0.39239148050546646,0.3924672119319439,3.3565212078392506,0,
sustained-vllm-ssd,2871.039066463709,2971.097130328417,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,18,reuse,5,8192,0.5435941889882088,0.5436384528875351,3.514792650938034,8191,True
sustained-vllm-ssd,2863.293517380953,3421.1210533976555,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,19,reuse,10,4096,0.6034325212240219,0.6034843362867832,4.024658590555191,4095,True
sustained-vllm-ssd,3155.559103935957,3264.2024755477905,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,20,cold,,4096,0.82811139523983,0.8281691297888756,4.092435460537672,0,
sustained-vllm-ssd,2881.3679963350296,2991.026494652033,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,23,reuse,10,4096,1.129156693816185,1.1292033828794956,4.120280474424362,4095,True
sustained-vllm-ssd,2883.360866457224,2994.011804461479,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,24,reuse,10,4096,1.1552495509386063,1.1552858240902424,4.149348694831133,4095,True
sustained-vllm-ssd,1815.3987303376198,1922.145590186119,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,25,reuse,10,4096,2.2534088157117367,2.253493793308735,4.1756903529167175,4095,True
sustained-vllm-ssd,826.6561515629292,1383.3028301596642,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,26,reuse,2,8192,3.35674162581563,3.3568087592720985,4.740167502313852,8191,True
sustained-vllm-ssd,1134.8359063267708,2157.872475683689,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,27,cold,,4096,3.5156387872993946,3.515710350126028,5.673640135675669,0,
sustained-vllm-ssd,1647.955134510994,1752.3472383618355,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,28,cold,,4096,4.025501824915409,4.025569986552,5.777973219752312,0,
sustained-vllm-ssd,1585.6942646205425,1690.860252827406,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,29,cold,,4096,4.093231048434973,4.093287013471127,5.7841928116977215,0,
sustained-vllm-ssd,1721.7517048120499,1821.4321173727512,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,30,reuse,5,8192,4.120391186326742,4.120442792773247,5.941926766186953,8191,True
sustained-vllm-ssd,205.20424097776413,302.6663102209568,.  A.  A.  A.  A.  A.,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,34,reuse,3,1024,5.673850558698177,5.6739293448626995,5.976649031043053,1023,True
sustained-vllm-ssd,1914.0993654727936,2035.6570966541767,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,32,reuse,11,8192,4.175825238227844,4.17588248103857,6.211594432592392,8191,True
sustained-vllm-ssd,332.94960483908653,452.82209664583206,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,36,reuse,11,8192,5.78428490832448,5.7843262404203415,6.237197697162628,8191,True
sustained-vllm-ssd,267.41036400198936,824.3653178215027,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,37,reuse,4,4096,5.94270509108901,5.942769501358271,6.767191167920828,4095,True
sustained-vllm-ssd,473.58566895127296,574.0708746016026,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 0}, ""total_tokens"": 4112}",8,40,cold,,4096,6.237975928932428,6.238017201423645,6.8121401108801365,0,
sustained-vllm-ssd,2090.55957198143,2210.346069186926,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,33,reuse,2,8192,4.740354426205158,4.740422070026398,6.950833477079868,8191,True
sustained-vllm-ssd,881.8678446114063,1000.5802027881145,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,38,reuse,2,8192,5.976750116795301,5.976790800690651,6.977421335875988,8191,True
sustained-vllm-ssd,679.1258901357651,790.1925221085548,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,39,reuse,6,1024,6.211782407015562,6.211848258972168,7.002093393355608,1023,True
sustained-vllm-ssd,37.70948946475983,132.7619068324566,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,43,reuse,6,1024,6.951012495905161,6.951074488461018,7.083891246467829,1023,True
sustained-vllm-ssd,323.5461935400963,425.67578330636024,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,41,reuse,5,8192,6.7674009427428246,6.767483953386545,7.193212457001209,8191,True
sustained-vllm-ssd,316.54876843094826,419.9373535811901,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,42,reuse,9,1024,6.812307067215443,6.8123685121536255,7.232358433306217,1023,True
sustained-vllm-ssd,208.29632133245468,304.65688928961754,  and.  and.  and.  and.  and. ,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,44,reuse,1,4096,6.977530542761087,6.977578688412905,7.282288182526827,4095,True
sustained-vllm-ssd,37.7214290201664,130.97820058465004,. and. and. and. and. and. and. and. and,"{""completion_tokens"": 16, ""prompt_tokens"": 1024, ""prompt_tokens_details"": {""cached_tokens"": 1023}, ""total_tokens"": 1040}",8,47,reuse,6,1024,7.193379923701286,7.193453460931778,7.324480775743723,1023,True
sustained-vllm-ssd,1593.1262448430061,1714.7208414971828,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,35,reuse,8,8192,5.778143331408501,5.778205472975969,7.492978151887655,8191,True
sustained-vllm-ssd,396.3458649814129,517.5906494259834,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,45,reuse,8,8192,7.002517972141504,7.0025754645466805,7.520215038210154,8191,True
sustained-vllm-ssd,390.72445407509804,495.4039715230465,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,46,reuse,10,4096,7.084015380591154,7.084067024290562,7.579519402235746,4095,True
sustained-vllm-ssd,38.60913962125778,138.18760588765144,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 4096, ""prompt_tokens_details"": {""cached_tokens"": 4095}, ""total_tokens"": 4112}",8,52,reuse,10,4096,7.520307723432779,7.520344998687506,7.65857956930995,4095,True
sustained-vllm-ssd,432.7971041202545,530.2007608115673,.  and.  and.  and.  and.  and.,"{""completion_tokens"": 16, ""prompt_tokens"": 8192, ""prompt_tokens_details"": {""cached_tokens"": 8191}, ""total_tokens"": 8208}",8,48,reuse,2,8192,7.232765648514032,7.232881609350443,7.763133194297552,8191,True
